p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
9.0776684142665e-35,2.2649461554419,0.144,0.064,2.9751150460917e-30,ITC_Foxp2.Cux2,Adra2a
0,2.65165469031501,0.666,0.18,0,VP/MEA_Foxp4.Sfrp2,Foxp2
0,1.79212117378231,0.918,0.44,0,VP/MEA_Foxp4.Sfrp2,Tshz1
0,1.80217999493741,0.891,0.5,0,VP/MEA_Foxp4.Sfrp2,Pbx3
1.61798266478616e-257,1.41447772696982,0.813,0.624,5.30277638557018e-253,VP/MEA_Foxp4.Sfrp2,Mpped2
4.10492836051454e-176,1.39214410294958,0.587,0.326,1.34534922087503e-171,VP/MEA_Foxp4.Sfrp2,Erbb4
2.4258752147896e-143,1.49489441045312,0.688,0.558,7.95056342895142e-139,VP/MEA_Foxp4.Sfrp2,Ptn
3.19899220077714e-117,1.37007746250177,0.452,0.258,1.0484377038827e-112,VP/MEA_Foxp4.Sfrp2,Sdk2
1.33521706066935e-96,1.34391478952567,0.451,0.281,4.37604039463773e-92,VP/MEA_Foxp4.Sfrp2,Syt6
6.4533973857944e-76,1.849105624544,0.208,0.091,2.11503645922026e-71,VP/MEA_Foxp4.Sfrp2,Spsb4
1.06494223274412e-75,1.73850654042284,0.202,0.086,3.49024167359559e-71,VP/MEA_Foxp4.Sfrp2,Zadh2
3.08580489934934e-68,1.33809600401516,0.306,0.169,1.01134169771275e-63,VP/MEA_Foxp4.Sfrp2,Prokr2
3.90928372997548e-67,2.36391556653684,0.238,0.125,1.28122864966216e-62,VP/MEA_Foxp4.Sfrp2,Foxp4
3.41586499320582e-60,1.86512664362715,0.281,0.16,1.11951559287327e-55,VP/MEA_Foxp4.Sfrp2,Gucy1a3
9.66689852942811e-56,1.6725081569296,0.204,0.1,3.16822932403477e-51,VP/MEA_Foxp4.Sfrp2,Sfrp2
1.05180484169336e-37,1.56383108494568,0.169,0.089,3.44718518816582e-33,VP/MEA_Foxp4.Sfrp2,Trim59
2.17765020292388e-31,1.54883116555362,0.107,0.049,7.13703077506272e-27,VP/MEA_Foxp4.Sfrp2,D8Ertd82e
1.82302285400063e-29,1.36917574663126,0.113,0.054,5.97477510170165e-25,VP/MEA_Foxp4.Sfrp2,Fzd2
1.15952562495499e-26,1.55712445548897,0.153,0.089,3.80022928322747e-22,VP/MEA_Foxp4.Sfrp2,Fam107b
1.32450702165995e-21,1.52368105858634,0.113,0.062,4.34093931278831e-17,VP/MEA_Foxp4.Sfrp2,Sfrp1
2.52942527999925e-11,1.71116088241607,0.108,0.073,8.28993841266955e-07,VP/MEA_Foxp4.Sfrp2,Cbln2
0,3.56074926639169,0.716,0.089,0,CTX.BLA_Sst.Npy.Chodl,Maf
0,3.6605695441455,0.571,0.064,0,CTX.BLA_Sst.Npy.Chodl,Sox6
0,4.16729963870241,0.519,0.033,0,CTX.BLA_Sst.Npy.Chodl,Lhx6
0,6.32406706994288,0.469,0.06,0,CTX.BLA_Sst.Npy.Chodl,Npy
0,3.06156207066928,0.479,0.088,0,CTX.BLA_Sst.Npy.Chodl,Kcnmb2
0,4.61159111728551,0.256,0.017,0,CTX.BLA_Sst.Npy.Chodl,Nxph2
2.0743257709028e-288,3.79929337024256,0.157,0.011,6.79839528155685e-284,CTX.BLA_Sst.Npy.Chodl,Crhbp
7.62643392876382e-259,4.42327456625013,0.107,0.005,2.49948745581305e-254,CTX.BLA_Sst.Npy.Chodl,Kcns3
3.15445961736098e-242,2.97830987600776,0.201,0.022,1.03384259499389e-237,CTX.BLA_Sst.Npy.Chodl,Nkx2-1
4.1110275556865e-226,3.4273552522043,0.206,0.024,1.34734817110069e-221,CTX.BLA_Sst.Npy.Chodl,Cort
1.40985130276289e-205,3.42786414770633,0.179,0.02,4.6206466596751e-201,CTX.BLA_Sst.Npy.Chodl,Moxd1
1.78829102584913e-159,3.14986204108828,0.146,0.017,5.86094500811795e-155,CTX.BLA_Sst.Npy.Chodl,Thbs1
1.27809764833601e-153,3.2968878884797,0.131,0.014,4.18883723265645e-149,CTX.BLA_Sst.Npy.Chodl,Sla
1.20860897041565e-150,2.98354762776502,0.199,0.033,3.96109503964025e-146,CTX.BLA_Sst.Npy.Chodl,Nppc
6.99201407341807e-125,3.42990220403178,0.492,0.21,2.29156269242204e-120,CTX.BLA_Sst.Npy.Chodl,Sst
2.55366266625464e-124,3.33144509145236,0.212,0.045,8.36937402238297e-120,CTX.BLA_Sst.Npy.Chodl,Ndst4
2.87189189692853e-113,2.99046227787393,0.128,0.018,9.41233850299357e-109,CTX.BLA_Sst.Npy.Chodl,Ifitm10
1.53080985290388e-98,3.20330863438625,0.108,0.015,5.01707621190717e-94,CTX.BLA_Sst.Npy.Chodl,Mkx
8.52992993944012e-97,3.0554616775998,0.125,0.02,2.7955992383521e-92,CTX.BLA_Sst.Npy.Chodl,Rbp4
9.21768586951022e-85,2.98919498039885,0.142,0.028,3.02100436687328e-80,CTX.BLA_Sst.Npy.Chodl,Hapln1
0,5.2670568554899,0.876,0.097,0,Martinotti_Calb2.Calb1,Igfbp4
0,4.87833525675636,0.658,0.045,0,Martinotti_Calb2.Calb1,Gpr83
0,4.21457278437273,0.647,0.061,0,Martinotti_Calb2.Calb1,Adamts5
0,5.63406440597135,0.601,0.015,0,Martinotti_Calb2.Calb1,Nkx2-1
0,3.65477042734684,0.62,0.067,0,Martinotti_Calb2.Calb1,Sox6
0,4.24487744978122,0.575,0.036,0,Martinotti_Calb2.Calb1,St18
0,3.95007517732775,0.495,0.038,0,Martinotti_Calb2.Calb1,Lhx6
0,4.92834617248186,0.402,0.022,0,Martinotti_Calb2.Calb1,Egfr
0,4.90320396391756,0.394,0.018,0,Martinotti_Calb2.Calb1,Moxd1
0,4.08393591575215,0.402,0.031,0,Martinotti_Calb2.Calb1,Pde3a
0,4.78217894631215,0.358,0.029,0,Martinotti_Calb2.Calb1,Nrtn
0,4.26104219764251,0.303,0.021,0,Martinotti_Calb2.Calb1,Col19a1
0,5.62733539128098,0.281,0.01,0,Martinotti_Calb2.Calb1,Cox6a2
0,5.30497829754701,0.254,0.012,0,Martinotti_Calb2.Calb1,Pth2r
0,7.19203984198696,0.201,0.002,0,Martinotti_Calb2.Calb1,Gna14
0,7.21520903599539,0.124,0.001,0,Martinotti_Calb2.Calb1,Nr5a2
8.71269456303534e-267,4.59197686135257,0.454,0.077,2.8554985160892e-262,Martinotti_Calb2.Calb1,Il1rapl2
2.14230809233708e-237,4.75605045967763,0.113,0.005,7.02120054182554e-233,Martinotti_Calb2.Calb1,Gm45768
1.18404421104329e-222,3.64312755197522,0.212,0.02,3.88058649727328e-218,Martinotti_Calb2.Calb1,Rassf3
1.18324271392343e-138,4.00027482264892,0.11,0.008,3.87795967061266e-134,Martinotti_Calb2.Calb1,Pthlh
0,3.65810066157606,0.605,0.091,0,OB_Calb2.Nppa.Zic5,Zic1
0,4.73173446529485,0.493,0.037,0,OB_Calb2.Nppa.Zic5,Apold1
0,3.91330880531193,0.71,0.275,0,OB_Calb2.Nppa.Zic5,Calb2
0,4.92573966632826,0.436,0.026,0,OB_Calb2.Nppa.Zic5,Nppa
0,3.71502464998967,0.503,0.099,0,OB_Calb2.Nppa.Zic5,Pvrl3
0,3.95428392558955,0.309,0.025,0,OB_Calb2.Nppa.Zic5,Zic4
0,3.59947126894977,0.315,0.04,0,OB_Calb2.Nppa.Zic5,Zic2
0,3.87564745584813,0.273,0.026,0,OB_Calb2.Nppa.Zic5,Pde5a
0,4.2328109966425,0.231,0.016,0,OB_Calb2.Nppa.Zic5,Zic5
0,4.88795702913828,0.197,0.008,0,OB_Calb2.Nppa.Zic5,Gm11549
7.53000168244404e-283,3.41050013472586,0.568,0.267,2.46788275140421e-278,OB_Calb2.Nppa.Zic5,Serpine2
6.85721166318915e-276,4.16901653766666,0.111,0.009,2.24738255049361e-271,OB_Calb2.Nppa.Zic5,Prss23
4.34130292770575e-274,3.60469424632353,0.126,0.012,1.42281862152628e-269,OB_Calb2.Nppa.Zic5,Lmcd1
6.89268061656549e-258,3.35825137726835,0.212,0.038,2.25900714527317e-253,OB_Calb2.Nppa.Zic5,Kcnj12
4.17946498276811e-249,4.11620163202247,0.133,0.015,1.36977785345242e-244,OB_Calb2.Nppa.Zic5,Creb5
5.104727869363e-234,4.28601336539899,0.146,0.02,1.67302351190503e-229,OB_Calb2.Nppa.Zic5,Grem1
1.6823488265876e-219,3.28348706141902,0.142,0.02,5.51373004425819e-215,OB_Calb2.Nppa.Zic5,Tspan15
1.11407412662998e-216,4.16083114757439,0.1,0.009,3.6512665426171e-212,OB_Calb2.Nppa.Zic5,Grin2c
2.62425746595181e-149,3.38856405723494,0.131,0.024,8.60074141891045e-145,OB_Calb2.Nppa.Zic5,Opn3
1.78248908845871e-123,3.34706229242673,0.118,0.023,5.84192973851459e-119,OB_Calb2.Nppa.Zic5,Igfbp7
0,2.00961760295585,0.599,0.23,0,OB/VP_Tiam2.Vcan,Tiam2
1.71574829836457e-236,1.45957853722695,0.789,0.574,5.62319347306005e-232,OB/VP_Tiam2.Vcan,Zfp704
2.14965291049086e-216,1.52286122153262,0.686,0.413,7.04527244884273e-212,OB/VP_Tiam2.Vcan,Abracl
3.81565103359662e-205,1.58887262927992,0.557,0.28,1.25054146975096e-200,OB/VP_Tiam2.Vcan,Ccnd2
2.87593000261144e-136,1.50070891187914,0.462,0.239,9.42557299055874e-132,OB/VP_Tiam2.Vcan,Vcan
8.47341511145051e-116,1.72606110954759,0.246,0.089,2.77707706862679e-111,OB/VP_Tiam2.Vcan,Gm14964
6.52637373529988e-95,1.73863997484135,0.222,0.085,2.13895372800718e-90,OB/VP_Tiam2.Vcan,S100a16
1.60531872055802e-82,2.08595155444618,0.128,0.037,5.26127157475686e-78,OB/VP_Tiam2.Vcan,Mfng
5.23381229148655e-66,1.43388076211182,0.238,0.112,1.7153296404118e-61,OB/VP_Tiam2.Vcan,Fam60a
3.42030803921492e-61,1.47016700452172,0.322,0.188,1.1209717567723e-56,OB/VP_Tiam2.Vcan,Tox3
7.01910824571028e-48,1.57857606071459,0.174,0.081,2.30044253644909e-43,OB/VP_Tiam2.Vcan,Nhsl1
1.14888603825116e-42,1.5409379437727,0.128,0.054,3.76535910176436e-38,OB/VP_Tiam2.Vcan,Fzd2
9.90477261735603e-39,1.47210123687353,0.163,0.081,3.24619017761227e-34,OB/VP_Tiam2.Vcan,Ezr
1.71425503257219e-32,1.46340001841532,0.104,0.045,5.61829944375209e-28,OB/VP_Tiam2.Vcan,Mob3b
3.16280951921387e-25,1.53302500144879,0.12,0.062,1.03657919182715e-20,OB/VP_Tiam2.Vcan,Golm1
1.36793000395546e-20,1.71351264326206,0.167,0.106,4.48325379496361e-16,OB/VP_Tiam2.Vcan,Zfp536
4.6733181348943e-15,1.64285614995391,0.152,0.102,1.53163328553026e-10,OB/VP_Tiam2.Vcan,Gucy1a1
1.48196216949167e-11,1.6392663770739,0.167,0.125,4.856982814292e-07,OB/VP_Tiam2.Vcan,Zfhx4
1.75533072213144e-05,1.72189437613107,0.122,0.097,0.575292090871358,OB/VP_Tiam2.Vcan,Dach1
0.000169389169200752,1.60646990111382,0.188,0.174,1,OB/VP_Tiam2.Vcan,Ptprm
0,3.60030676844781,0.609,0.112,0,Neuroblast_Lbhd2.Fign,Grik1
0,3.33578731699994,0.387,0.041,0,Neuroblast_Lbhd2.Fign,Fign
0,4.04349628596339,0.24,0.013,0,Neuroblast_Lbhd2.Fign,Nr2e1
0,4.3059388916025,0.227,0.016,0,Neuroblast_Lbhd2.Fign,Lbhd2
7.22005274629577e-268,3.39307830428228,0.362,0.055,2.36630008707097e-263,Neuroblast_Lbhd2.Fign,Pard3b
3.76042047576229e-266,3.08789593584113,0.669,0.189,1.23244020672633e-261,Neuroblast_Lbhd2.Fign,Kcnip4
4.35589309365391e-261,4.06218026104841,0.171,0.012,1.42760040251413e-256,Neuroblast_Lbhd2.Fign,Esr1
5.9852408474519e-259,3.05497052941554,0.697,0.22,1.96160283534389e-254,Neuroblast_Lbhd2.Fign,Adarb2
3.02202120346541e-228,2.83648669932164,0.546,0.142,9.90437229223755e-224,Neuroblast_Lbhd2.Fign,Gpc6
1.30874983897936e-211,2.72203121344386,0.395,0.077,4.28929672227095e-207,Neuroblast_Lbhd2.Fign,Cadps2
2.072973788282e-183,2.85244522854538,0.287,0.048,6.79396429371544e-179,Neuroblast_Lbhd2.Fign,Arhgap24
2.79192696142724e-183,4.17765073208147,0.124,0.009,9.15026142338164e-179,Neuroblast_Lbhd2.Fign,Cda
5.17136373136237e-183,2.77480748137063,0.303,0.053,1.6948627493167e-178,Neuroblast_Lbhd2.Fign,Adcy8
6.35351961011027e-178,2.71585157095217,0.284,0.048,2.08230251701754e-173,Neuroblast_Lbhd2.Fign,Cbln4
2.25125620405684e-165,3.11903842161512,0.198,0.026,7.37826708317588e-161,Neuroblast_Lbhd2.Fign,Insyn2b
1.04540088784473e-162,2.85734554277622,0.343,0.073,3.42619686982232e-158,Neuroblast_Lbhd2.Fign,Hs6st3
2.86045930310109e-134,2.88600554149538,0.242,0.045,9.37486931998351e-130,Neuroblast_Lbhd2.Fign,Cntnap5c
1.46829536546345e-97,2.77844549307073,0.141,0.021,4.81219123076991e-93,Neuroblast_Lbhd2.Fign,Nxph2
1.26706065519501e-85,2.8445600831961,0.1,0.012,4.15266459133614e-81,Neuroblast_Lbhd2.Fign,Dock2
2.28136502656366e-72,2.84957019184908,0.119,0.02,7.47694573805975e-68,Neuroblast_Lbhd2.Fign,Efcab15
0,7.18770828433262,0.852,0.007,0,Neuroblast_Lhx8,Lhx8
0,5.60355866615102,0.555,0.022,0,Neuroblast_Lhx8,Slc10a4
0,8.16278267235406,0.43,0.002,0,Neuroblast_Lhx8,Gbx1
0,4.91484255952125,0.359,0.009,0,Neuroblast_Lhx8,Megf10
0,8.78491265385061,0.297,0.001,0,Neuroblast_Lhx8,Gbx2
0,6.63188894077934,0.258,0.003,0,Neuroblast_Lhx8,Slc18a3
0,5.80560777130684,0.164,0.001,0,Neuroblast_Lhx8,Ly75
0,6.96981047237582,0.164,0.001,0,Neuroblast_Lhx8,Chat
0,9.0368724565882,0.156,0,0,Neuroblast_Lhx8,Trap1a
0,6.87640294166258,0.156,0.001,0,Neuroblast_Lhx8,Ntrk1
5.97548440441379e-299,7.2811845493671,0.164,0.002,1.95840525870257e-294,Neuroblast_Lhx8,Rxfp2
2.36814161514286e-276,6.13716747169304,0.133,0.001,7.76134732946922e-272,Neuroblast_Lhx8,Chrna2
1.06959143962607e-271,5.7136332202055,0.266,0.006,3.50547898423048e-267,Neuroblast_Lhx8,Slc5a7
2.67232199929487e-168,6.18097281460055,0.117,0.002,8.75826812048902e-164,Neuroblast_Lhx8,Qrfprl
1.12018632810087e-127,4.99324644531909,0.102,0.002,3.67129867171779e-123,Neuroblast_Lhx8,Gpx2
4.14466877405182e-110,4.75460358876489,0.148,0.005,1.35837374400774e-105,Neuroblast_Lhx8,Prima1
4.052110257412e-100,5.01360123833033,0.266,0.017,1.32803861576421e-95,Neuroblast_Lhx8,Mitf
1.28822169181154e-91,4.76569255343123,0.109,0.003,4.22201777274315e-87,Neuroblast_Lhx8,Ano1
6.31676915770418e-66,5.65548219323632,0.422,0.062,2.07025792374597e-61,Neuroblast_Lhx8,Gpc5
2.10675983153459e-39,5.17713776330827,0.109,0.007,6.90469467187147e-35,Neuroblast_Lhx8,6330411D24Rik
0,5.36289456221339,0.462,0.039,0,Neuroblast_Pdgfra,Scrg1
0,4.97304400417068,0.457,0.048,0,Neuroblast_Pdgfra,Ednrb
0,5.00440328704682,0.395,0.046,0,Neuroblast_Pdgfra,S100a1
0,5.61125467488068,0.372,0.043,0,Neuroblast_Pdgfra,S100a13
0,6.59585923267023,0.345,0.023,0,Neuroblast_Pdgfra,Pdgfra
1.80267985797852e-286,5.67725028111537,0.209,0.014,5.90810296653882e-282,Neuroblast_Pdgfra,Tmem100
4.9615054295031e-269,5.16334915442768,0.245,0.021,1.62608378946534e-264,Neuroblast_Pdgfra,Zfp36l1
1.96093143350239e-245,5.79616133963735,0.2,0.015,6.42675668016073e-241,Neuroblast_Pdgfra,Gpr17
6.98187574923683e-215,6.07013128840688,0.15,0.009,2.28823995805488e-210,Neuroblast_Pdgfra,Cspg4
8.15967792222086e-213,4.61433576616649,0.253,0.028,2.67425284222866e-208,Neuroblast_Pdgfra,Tril
4.91346949071529e-202,4.84763667335147,0.164,0.012,1.61034049088703e-197,Neuroblast_Pdgfra,Tcf7l2
1.10123592119121e-197,5.55458918316034,0.162,0.012,3.60919060811209e-193,Neuroblast_Pdgfra,Sox10
5.87291040738317e-177,4.75449525310679,0.195,0.02,1.92478765691576e-172,Neuroblast_Pdgfra,Olig2
9.05332617189526e-175,5.04126054437517,0.155,0.012,2.96713711957695e-170,Neuroblast_Pdgfra,Zcchc24
3.69229346848706e-149,4.61207952347109,0.153,0.014,1.21011226136195e-144,Neuroblast_Pdgfra,Rfx4
2.64158972654082e-133,4.76855629226899,0.174,0.021,8.65754616976488e-129,Neuroblast_Pdgfra,Itpr2
1.23859136482548e-130,4.6648579887161,0.193,0.026,4.05935933907902e-126,Neuroblast_Pdgfra,S100b
4.67569683238942e-127,5.11510176134448,0.1,0.007,1.53241287984731e-122,Neuroblast_Pdgfra,Slc38a3
2.20731385765439e-112,4.76199483052926,0.131,0.014,7.23425043707651e-108,Neuroblast_Pdgfra,Hes1
5.68826179621794e-92,4.65141313525128,0.105,0.011,1.86427092109247e-87,Neuroblast_Pdgfra,Kank1
0,2.61910206408977,0.758,0.243,0,IEG_activation,Fosb
0,2.73948461181109,0.983,0.49,0,IEG_activation,Fos
0,2.76102566638443,0.908,0.433,0,IEG_activation,Junb
0,2.60047374573209,0.846,0.377,0,IEG_activation,Egr1
0,2.62001419640872,0.704,0.253,0,IEG_activation,Npas4
6.85365985410887e-292,2.23799582419702,0.865,0.504,2.24621848058564e-287,IEG_activation,Jun
2.64558958667527e-259,2.52845660706821,0.558,0.191,8.67065531136952e-255,IEG_activation,Nr4a1
1.23215064832373e-202,2.13466669298965,0.589,0.245,4.03825053481618e-198,IEG_activation,Btg2
4.22992395300655e-191,2.78995817656505,0.41,0.128,1.38631527635837e-186,IEG_activation,Arc
6.86887633259421e-189,1.95390457163871,0.603,0.267,2.25120552924443e-184,IEG_activation,Dusp1
1.30875937207536e-173,2.44848942163299,0.468,0.171,4.28932796603978e-169,IEG_activation,Ier2
5.85332844378751e-159,2.5769603332691,0.234,0.05,1.91836986416692e-154,IEG_activation,Nr4a2
4.60141704354165e-132,2.67018269929797,0.238,0.06,1.50806842185034e-127,IEG_activation,Klf4
2.05240241442835e-117,2.92815174413685,0.158,0.031,6.72654367304746e-113,IEG_activation,Egr2
6.71958308487272e-94,2.06292572653723,0.251,0.082,2.20227616023619e-89,IEG_activation,Nr4a3
9.32340647085258e-92,2.88656744150704,0.268,0.096,3.05565323675723e-87,IEG_activation,Egr4
6.83732007254835e-88,1.88480067058424,0.235,0.076,2.240863280577e-83,IEG_activation,Mdga1
1.16358689217741e-78,2.31445220988776,0.115,0.024,3.81353968042224e-74,IEG_activation,Adamts19
5.06786039856146e-73,2.22070686191316,0.236,0.087,1.66094056702453e-68,IEG_activation,Gadd45b
4.30758918149616e-37,1.91839748606642,0.115,0.04,1.41176927834355e-32,IEG_activation,Sertad1
0,1.9655839222676,0.538,0.199,0,Unknown_Gas2l3,Lix1
0,2.23774974255844,0.239,0.053,0,Unknown_Gas2l3,Gas2l3
2.84188523657792e-306,1.68813383706051,0.51,0.221,9.31399467436047e-302,Unknown_Gas2l3,Cpne4
1.05470389088173e-249,1.35865681468081,0.571,0.296,3.45668653197578e-245,Unknown_Gas2l3,Cnn3
1.22475337469461e-235,1.72535846111284,0.578,0.356,4.01400671022411e-231,Unknown_Gas2l3,Isoc1
2.13893488000831e-182,1.74240775913894,0.207,0.06,7.01014517573922e-178,Unknown_Gas2l3,Lgr5
1.43153296216229e-163,1.36919331553403,0.45,0.249,4.69170613019068e-159,Unknown_Gas2l3,Homer2
4.92599330593888e-154,1.43907243113761,0.323,0.141,1.61444504608841e-149,Unknown_Gas2l3,2900079G21Rik
2.90145111222291e-146,1.84264577297678,0.254,0.1,9.50921587519935e-142,Unknown_Gas2l3,Kitl
3.092201101304e-146,1.66240155472346,0.257,0.102,1.01343798894137e-141,Unknown_Gas2l3,Nog
6.7622750687002e-140,1.50053019065501,0.309,0.14,2.2162680310158e-135,Unknown_Gas2l3,Stxbp6
1.38414080216256e-139,1.48851600647882,0.347,0.171,4.53638306500758e-135,Unknown_Gas2l3,Snx7
6.14743280138968e-113,1.71531167818419,0.189,0.071,2.01475962632745e-108,Unknown_Gas2l3,Mdga1
6.47910746047646e-111,1.70865272462675,0.159,0.053,2.12346267909656e-106,Unknown_Gas2l3,Sept4
5.2214607698761e-101,1.86387232709814,0.103,0.027,1.71128155271919e-96,Unknown_Gas2l3,Frmd7
5.15556379973246e-97,1.51961522452579,0.23,0.105,1.68968447972432e-92,Unknown_Gas2l3,Gpr26
5.6843979186539e-73,1.57423023274314,0.186,0.087,1.86300457385963e-68,Unknown_Gas2l3,Syt10
5.8596739245604e-59,1.275318864553,0.149,0.067,1.92044953203543e-54,Unknown_Gas2l3,2810455O05Rik
6.50757935845614e-57,1.35916328434701,0.109,0.042,2.13279405894042e-52,Unknown_Gas2l3,6430573F11Rik
6.83047084457455e-56,1.33463092828093,0.101,0.038,2.23861851460086e-51,Unknown_Gas2l3,Hist1h2ap
0,1.69344610493696,0.586,0.27,0,OB/VP_Syne2.Ccnd2,Ccnd2
0,1.64175229865615,0.71,0.404,0,OB/VP_Syne2.Ccnd2,Abracl
0,1.85247273677239,0.527,0.226,0,OB/VP_Syne2.Ccnd2,Tiam2
0,1.50817444855236,0.89,0.652,0,OB/VP_Syne2.Ccnd2,Ppp1r14b
0,1.55033463651322,0.777,0.569,0,OB/VP_Syne2.Ccnd2,Zfp704
3.86012613854203e-195,1.83396102428467,0.258,0.084,1.26511774064576e-190,OB/VP_Syne2.Ccnd2,Gm14964
8.21877156601503e-184,1.4858023835943,0.37,0.16,2.69362019304577e-179,OB/VP_Syne2.Ccnd2,Prokr2
4.52710911941483e-127,1.46141857513164,0.37,0.201,1.48371474279701e-122,OB/VP_Syne2.Ccnd2,Pou3f4
7.16127161462204e-116,2.02271786266598,0.126,0.035,2.34703515897623e-111,OB/VP_Syne2.Ccnd2,Mfng
5.93133429893631e-101,1.60293549411494,0.248,0.116,1.94393550313339e-96,OB/VP_Syne2.Ccnd2,Bambi
2.48489095743653e-100,1.50126324761202,0.24,0.109,8.14398162390248e-96,OB/VP_Syne2.Ccnd2,Cd1d1
3.94413989836686e-96,1.80578709494722,0.146,0.05,1.29265241029075e-91,OB/VP_Syne2.Ccnd2,Fzd2
5.59448974434193e-96,1.46384664553635,0.2,0.083,1.83353806881062e-91,OB/VP_Syne2.Ccnd2,S100a16
3.56064383587006e-84,1.46680956551798,0.27,0.144,1.16696541076805e-79,OB/VP_Syne2.Ccnd2,Dusp4
5.99811554341835e-82,1.45769666277155,0.285,0.159,1.96582238819993e-77,OB/VP_Syne2.Ccnd2,Pls3
1.16830245542122e-62,1.7123710588551,0.141,0.06,3.8289944673975e-58,OB/VP_Syne2.Ccnd2,Tmem123
2.88450032316458e-58,1.70029402207949,0.136,0.059,9.4536613591396e-54,OB/VP_Syne2.Ccnd2,Plin2
8.31714590349911e-53,1.51381848842465,0.141,0.065,2.7258613984128e-48,OB/VP_Syne2.Ccnd2,A430106G13Rik
6.40310124855969e-46,1.48372874274221,0.103,0.043,2.09855240320295e-41,OB/VP_Syne2.Ccnd2,Mob3b
9.5288456436181e-44,1.44977889052029,0.164,0.088,3.1229838712394e-39,OB/VP_Syne2.Ccnd2,Trim59
4.68293505915908e-37,1.68212052299537,0.629,0.632,1.5347851362888e-32,Unknown_Grik2.Pdzd2,Snhg11
5.14471161329712e-33,2.19422422016439,0.276,0.184,1.686127784142e-28,Unknown_Grik2.Pdzd2,Gm26917
1.59766247262373e-12,1.3881566659195,0.272,0.225,5.236178987777e-08,Unknown_Grik2.Pdzd2,Gm26699
1.1873943965251e-10,1.41554228684721,0.233,0.19,3.89156639517137e-06,Unknown_Grik2.Pdzd2,Mir124a-1hg
1.21891647873929e-08,2.35894270250622,0.141,0.105,0.000399487686742016,Unknown_Grik2.Pdzd2,Mirg
1.89826919755866e-08,2.58158637150226,0.109,0.076,0.000622138746807875,Unknown_Grik2.Pdzd2,AC160336.1
1.42324177886594e-07,1.47389813326942,0.169,0.133,0.00466453260605522,Unknown_Grik2.Pdzd2,Bc1
8.29375850582639e-06,1.4112126372093,0.115,0.086,0.271819641269954,Unknown_Grik2.Pdzd2,Adcy9
3.77582407110567e-05,1.43112986823703,0.109,0.084,1,Unknown_Grik2.Pdzd2,RP24-267C3.3
0.000120317549203747,1.70590927419283,0.112,0.088,1,Unknown_Grik2.Pdzd2,Rmst
0.000141477892820587,2.66176150141545,0.141,0.119,1,Unknown_Grik2.Pdzd2,Tspoap1
0.000271138239156927,1.82566343955479,0.162,0.139,1,Unknown_Grik2.Pdzd2,Kcnt1
0.000378966097304531,2.54448690218313,0.162,0.148,1,Unknown_Grik2.Pdzd2,AC149090.1
0.000848427681540485,1.44836143317406,0.274,0.274,1,Unknown_Grik2.Pdzd2,Nme7
0.0014140115963799,1.64449735259149,0.179,0.165,1,Unknown_Grik2.Pdzd2,Miat
0.00194008113119828,1.47285077526853,0.146,0.128,1,Unknown_Grik2.Pdzd2,Timp4
0.00237066745257769,1.5634059318186,0.175,0.159,1,Unknown_Grik2.Pdzd2,Flna
0.00300884242981028,1.42610732615565,0.141,0.125,1,Unknown_Grik2.Pdzd2,Gm26724
0.00521149652533447,1.53652261737432,0.167,0.153,1,Unknown_Grik2.Pdzd2,Lrrc45
0.00529907093650262,1.63526250725664,0.12,0.103,1,Unknown_Grik2.Pdzd2,P3h3
